"HEX","NAME","HiPorts","LoPorts","SpacePorts"
"1129","ISHKUR","0","0","0"
"0921","OUDH","0","0","0"
"0922","ISHMAEL","0","0","0"
"2325","KAGUK","0","0","0"
"2030","HADES","0","0","0"
"2121","LAGASH*","0","0","0"
"2222","NINKHUR_SAGGA","0","0","0"
"2227","EMBER","0","0","0"
"2323","MUKHALDIM","0","0","0"
"2021","ISHIMSHULGI","0","0","0"
"2330","DISMAL","0","0","0"
"2228","LOKI","0","0","0"
"2027","PROMETHEUS","0","0","0"
"1929","JUNCTION","0","0","0"
"1926","BARNARD","0","0","0"
"1830","FENRIS","0","0","0"
"1827","TERRA","0","0","0"
"1824","AGIDDA","0","0","0"
"1822","NUSKU","0","0","0"
"2029","MIDWAY","0","0","0"
"2028","PERASPERA","0","0","0"
"3024","LAMARCH","0","0","0"
"2928","EPIRUS","0","0","0"
"3225","JORJOR","0","0","0"
"3026","THORWALD","0","0","0"
"2921","ARCTURUS","0","0","0"
"3029","KURLAND","0","0","0"
"3127","BOLIVAR","0","0","0"
"3221","HERAKLION","0","0","0"
"3130","STRACKENZ","0","0","0"
"2821","JAEL*","0","0","0"
"3028","HARAPPA","0","0","0"
"2521","IKUK","0","0","0"
"2527","CYMBELINE","0","0","0"
"2528","TEWFIK","0","0","0"
"2623","HATHOR","0","0","0"
"2628","SCANDIA","0","0","0"
"2722","TUNGUSKA","0","0","0"
"2723","ANENERKUK","0","0","0"
"2729","TAMARIND","0","0","0"
"2626","MELCHIOR","0","0","0"
"0833","THALASSA","0","0","0"
"0532","CADMUS","0","0","0"
"0533","SKYRON","0","0","0"
"0536","CHINON","0","0","0"
"0632","SIONNACH","0","0","0"
"0637","NONSUCH","0","0","0"
"0639","PTOLEMY","0","0","0"
"0835","ODYSSEUS","0","0","0"
"0832","WALLACH","0","0","0"
"0438","ZHONGGUO","0","0","0"
"0437","DOLOR","0","0","0"
"0640","ARISIA","0","0","0"
"0231","LUZON","0","0","0"
"0136","SWINBURNE","0","0","0"
"0440","ORMADZ","0","0","0"
"0138","ERECH","0","0","0"
"0233","JARDIN","0","0","0"
"0237","THESEUS","0","0","0"
"0239","BARSOOM","0","0","0"
"0331","LIBERTE","0","0","0"
"0332","PILGHAM","0","0","0"
"0335","MIASMA","0","0","0"
"0432","KRAKEN","0","0","0"
"0240","GLADSTONE","0","0","0"
"0434","DURGHA","0","0","0"
"1538","VANTAGE","0","0","0"
"1339","AEGIR","0","0","0"
"1340","DIRAC","0","0","0"
"1637","KROKINOLE","0","0","0"
"1437","SAXE","0","0","0"
"1440","CAPELLA","0","0","0"
"0701","OBRICHENNY","0","0","0"
"0105","FAIWYD","0","1","0"
"0809","AZUN","0","0","0"
"0807","LEONORE","0","0","0"
"0706","ATHENE","0","0","0"
"0703","KROPOTKIN","0","0","0"
"0610","NUKAASH","0","0","0"
"0609","GASHEN","0","0","0"
"0606","ISHADAR","0","0","0"
"0604","RILKE","0","0","0"
"0509","IXTLOC","0","0","0"
"0301","AMKHALARUG","0","0","0"
"0704","THAMBER*","0","0","0"
"0502","UGARUP","0","0","0"
"0110","IDDAMAKUR","0","0","0"
"0207","BASIL","0","0","0"
"0106","DARRUKESH","0","0","0"
"0304","ATALANTA","0","0","0"
"0308","SIDON","0","0","0"
"0405","GRAMERCY","0","0","0"
"0407","URUD","0","0","0"
"0501","MORGANA","0","0","0"
"1304","VANEFA","0","0","0"
"1406","CATSEYE","0","0","0"
"1402","GULIMARU","0","0","0"
"1404","ESTERHAZY","0","0","0"
"1405","AZAREMIID","0","0","0"
"1306","RIMMON","0","0","0"
"1504","SULEIMAN*","0","0","0"
"1505","ROSSYG","0","0","0"
"1510","IMARIR","0","0","0"
"1609","OKEFENOKEE","0","0","0"
"1207","ASCALON","0","0","0"
"1507","AI_JABRY","0","0","0"
"1607","MADDER","0","0","0"
"0907","LLEWELLYN","0","0","0"
"1604","DOLFUSS","0","0","0"
"1205","BIGGLES","0","0","0"
"0903","BETHE","0","0","0"
"0909","GANELON","0","0","0"
"0902","PORLOCK","0","0","0"
"0910","POSEIDON","0","0","0"
"1007","SHAABIPILI","0","0","0"
"1105","CORIOLANUS","0","0","0"
"1107","TAMMUZ","0","0","0"
"1202","SASE","0","0","0"
"1110","QUAVER","0","0","0"
"1201","AKIMASI","0","0","0"
"1002","KHEDISH","0","0","0"
"2406","INIDU","0","0","0"
"2105","GUNASHNAN","0","0","0"
"2109","ELEUSIS*","0","0","0"
"2205","IKAAKUR","0","0","0"
"2303","ZAPUUSHAR","0","0","0"
"2308","EPHEMIR","0","0","0"
"2402","ESTIGARRIBIA","0","0","0"
"2407","CAMBRIA","0","0","0"
"2405","NASU","0","0","0"
"2104","SISHERA","0","0","0"
"2408","XIWA","0","0","0"
"2403","MUSHIDDUN","0","0","0"
"1710","MUDGE","0","0","0"
"2106","OGIER","0","0","0"
"2102","JACKOYO","0","0","0"
"1707","MEKASHISH","0","0","0"
"1802","EASTER","0","0","0"
"1804","YEREMYH","0","0","0"
"1901","ESHELLIM","0","0","0"
"1909","ASPIDISTRA","0","0","0"
"1910","NUUGASHUR","0","0","0"
"2001","HIROSHI","0","0","0"
"2004","CHARUTH","0","0","0"
"2010","KHIIRSHAG","0","0","0"
"1705","SHAZAM","0","0","0"
"3209","PAGLIACCI","0","0","0"
"3106","RANN","0","0","0"
"3006","SYZYGY","0","0","0"
"3008","JANOSZ","0","0","0"
"3009","SHAPAM","0","0","0"
"3010","KIRILLISHUR","0","0","0"
"3101","CARLYLE","0","0","0"
"3102","KHIGGUN","0","0","0"
"3107","IIPSHIDAN","0","0","0"
"3109","CHAMPA","0","0","0"
"3108","CAMBYSES","0","0","0"
"3202","OPAR","0","0","0"
"3203","IRASHNAR","0","0","0"
"3208","KILENNUR","0","0","0"
"3001","KARPATY","0","0","0"
"3204","RITH","0","0","0"
"2601","UKARIN","0","0","0"
"1636","BARAKA","0","0","0"
"1537","POLYPHEMUS","0","0","0"
"1540","VYBORG","0","0","0"
"1337","SEQUOYAH","0","0","0"
"1435","TEUCER","0","0","0"
"1533","SARPEDON","0","0","0"
"0938","CICERO","0","0","0"
"1332","MIRABILIS","0","0","0"
"1439","AQUITAINE","0","0","0"
"0931","YENISEI","0","0","0"
"1032","CHRYSOLITE","0","0","0"
"1034","TWYLO","0","0","0"
"1035","POICTESME","0","0","0"
"1136","TARSUS","0","0","0"
"1137","HADDAD","0","0","0"
"1140","LABRYS","0","0","0"
"1234","LUURU","0","0","0"
"1237","AENEAS","0","0","0"
"1239","HIBERNIA","0","0","0"
"2236","POLLUX","0","0","0"
"2131","INFERNO","0","0","0"
"2339","CASTOR","0","0","0"
"2240","HANUMAN","0","0","0"
"2235","MEDEA","0","0","0"
"2138","GWYNEDD","0","0","0"
"2135","NEW_GREENPERNT","0","0","0"
"2132","FORLORN","0","0","0"
"2433","DEMETER","0","0","0"
"1931","HEPHAISTOS","0","0","0"
"1836","CHERNOZEM","0","0","0"
"1833","REMULAK","0","0","0"
"1740","ARISTOTLE","0","0","0"
"1739","PARSIFAL","0","0","0"
"1738","HAMILCAR","0","0","0"
"1736","CAMEROOM","0","0","0"
"1732","YS","0","0","0"
"2337","SIVA","0","0","0"
"2031","CALGARY","0","0","0"
"3234","SCIPIO","0","0","0"
"2937","CYAN","0","0","0"
"2938","SANTORINI","0","0","0"
"2939","HASDRUBAL","0","0","0"
"3035","CAPRICE","0","0","0"
"3132","SASKATOON","0","0","0"
"3134","AMATERASU","0","0","0"
"2932","SKANDERBEG","0","0","0"
"3232","OBERON","0","0","0"
"2732","LYONESSE","0","0","0"
"3235","CULDEE","0","0","0"
"3136","XANTIPPE","0","0","0"
"2840","JOCASTA","0","0","0"
"2836","CYPRIAN","0","0","0"
"2835","KUKULCAN","0","0","0"
"2834","GOLIAD","0","0","0"
"2734","TRAPEZUS","0","0","0"
"2731","OCHRE","0","0","0"
"2636","PAVEL","0","0","0"
"2635","ELSINORE","0","0","0"
"2631","TLALOC","0","0","0"
"2538","THEOTIS","0","0","0"
"2536","CARCHEMISH","0","0","0"
"3239","DUNSINANE","0","1","0"
"2740","LAPUTA","0","0","0"
"3236","","1","0","0"
"3201","PALNU","0","0","0"
"2502","JADE","0","0","0"
"2509","SCARAMOUCHE","0","0","0"
"2602","GASHURZID","0","0","0"
"2603","MISKATONIC","0","0","0"
"2608","BEATUS","0","0","0"
"2910","HUY_BRASEAL","0","0","0"
"2906","KESIRISU","0","0","0"
"2704","OKOTAH","0","0","0"
"2708","AZURE","0","0","0"
"2807","PHIREENE","0","0","0"
"2808","UMBER","0","0","0"
"2902","AOSTA","0","0","0"
"2905","ARKIIRKII*","0","0","0"
"2703","ALPHER","0","0","0"
"2506","GADDEN","0","0","0"
"0612","GALUCAS","0","0","0"
"0617","HOATZIN","0","0","0"
"0618","STRALSUND","0","0","0"
"0713","OMSK","0","0","0"
"0717","FURIOSO","0","0","0"
"0718","IPPURAASH","0","0","0"
"0719","WEIPU","0","0","0"
"0814","UPIRZANU","0","0","0"
"0518","ARUKHUR","0","0","0"
"0319","SEYM","0","0","0"
"0720","THARS","0","0","0"
"0215","DESDEMONA","0","0","0"
"0511","YRSAI","0","0","0"
"0111","GRENDEL","0","0","0"
"0214","SHULULSISH*","0","0","0"
"0217","SARMATY","0","0","0"
"0313","HAYT","0","0","0"
"0316","FINNEGANS","0","0","0"
"0317","BEMIDSHII","0","0","0"
"0411","DIOMEDES","0","0","0"
"0116","PURDISHI","0","0","0"
"1519","BELLEPHERON","0","0","0"
"1419","NINSHIEN","0","0","0"
"1316","HEIRONYMUS","0","0","0"
"1619","TYUDHUAR","0","0","0"
"1320","HSIVYU","0","0","0"
"1417","HOKCHOR","0","0","0"
"1418","MUAN_IALOUR","0","0","0"
"1511","OORT","0","0","0"
"1512","YMIR","0","0","0"
"1515","DZIM_ZHIA_GWI","0","0","0"
"1517","FLANDERS","0","0","0"
"1219","UMICH","0","0","0"
"1616","ORRUILTAN_TYUI","0","0","0"
"1311","BOQUERON","0","0","0"
"1516","EWMIAK","0","0","0"
"0919","CUCHULAIN","0","0","0"
"1318","AHHUNSAL","0","0","0"
"1218","TUNSHAON_TYO","0","0","0"
"0913","KITCHENER","0","0","0"
"0918","LOMPOC","0","0","0"
"0912","FAFHRD","0","0","0"
"1011","ANACREON","0","0","0"
"1020","TISIPHONE","0","0","0"
"1111","DIMMURAK","0","0","0"
"1116","ESPERANCE","0","0","0"
"1117","MASHADDUN","0","0","0"
"1119","MUAN_IRRZUDH","0","0","0"
